station_id,location_id,timestamp,temp,humidity,precipitation
ST080,L0725,2025-07-15 09:34:09,-5.49,97.76,1.69
ST067,L0973,2025-07-28 06:15:04,14.03,18.79,11.04
ST085,L0271,2025-07-12 15:25:26,42.36,30.84,33.47
ST040,L0333,2025-07-27 02:12:58,44.63,58.08,11.89
ST055,L0261,2025-07-09 08:28:55,26.65,21.14,9.98
ST066,L0620,2025-07-16 17:43:20,-9.54,8.2,11.68
ST079,L0320,2025-07-27 10:47:31,44.51,15.39,10.44
ST031,L0386,2025-07-22 12:46:08,21.58,58.61,20.78
ST011,L0386,2025-07-29 04:21:06,2.72,51.74,34.66
ST088,L0858,2025-07-17 14:31:43,26.99,69.05,41.06
ST011,L0813,2025-07-10 19:10:29,27.61,17.53,7.54
ST023,L0325,2025-07-23 13:29:46,26.79,93.05,26.92
ST049,L0203,2025-07-25 02:12:17,-5.17,68.52,4.86
ST021,L0611,2025-07-01 01:38:36,39.87,71.63,49.59
ST045,L0012,2025-07-16 16:44:03,9.24,41.81,45.53
ST074,L0738,2025-07-15 06:31:40,2.07,35.72,5.78
ST015,L0776,2025-07-23 23:00:19,9.96,15.28,6.91
ST030,L0413,2025-07-02 04:32:56,38.12,83.61,20.94
ST047,L0546,2025-07-22 13:32:14,7.29,61.64,36.95
ST095,L0506,2025-07-15 17:58:01,-6.01,61.38,12.28
ST079,L0195,2025-07-23 02:24:47,36.79,50.16,48.96
ST093,L0725,2025-07-17 14:27:52,38.63,21.95,10.09
ST011,L0445,2025-07-26 05:04:31,23.79,12.93,27.79
ST058,L0332,2025-07-19 07:32:55,15.54,98.89,45.76
ST065,L0493,2025-07-07 20:46:11,2.12,69.85,7.17
ST097,L0792,2025-07-17 17:09:20,35.16,41.3,16.98
ST016,L0751,2025-07-06 02:45:18,37.95,9.19,10.56
ST077,L0787,2025-07-11 13:25:02,1.44,98.13,16.75
ST003,L0255,2025-07-06 14:09:15,27.53,92.47,0.08
ST039,L0246,2025-07-02 00:26:52,14.84,99.85,33.7
ST077,L0720,2025-07-28 23:08:21,16.3,55.93,4.47
ST007,L0208,2025-07-10 14:54:56,41.31,43.43,48.39
ST069,L0071,2025-07-26 02:58:56,0.27,14.67,15.77
ST004,L0823,2025-07-24 15:34:09,26.97,47.62,18.87
ST015,L0189,2025-07-05 08:34:00,21.22,48.5,7.35
ST069,L0091,2025-07-24 14:08:31,23.78,31.24,38.25
ST006,L0452,2025-07-06 11:43:54,36.78,56.27,49.34
ST010,L0154,2025-07-04 20:54:20,7.41,78.99,39.76
ST004,L0648,2025-07-27 23:44:19,11.84,36.43,32.47
ST012,L0899,2025-07-14 21:05:11,-5.37,76.5,2.12
ST071,L0126,2025-07-07 20:10:56,34.73,74.47,46.21
ST069,L0218,2025-07-15 14:16:19,24.87,89.98,17.04
ST047,L0359,2025-07-22 22:53:46,7.1,88.32,35.14
ST026,L0321,2025-07-27 08:51:21,-7.95,64.58,7.01
ST015,L0741,2025-07-04 11:38:18,-0.43,86.4,46.9
ST029,L0944,2025-07-17 14:24:08,35.92,76.77,9.59
ST068,L0613,2025-07-15 23:30:54,36.59,51.82,39.09
ST096,L0066,2025-07-10 05:59:29,4.23,16.12,20.47
ST077,L0971,2025-07-18 23:58:54,27.59,58.42,19.33
ST082,L0023,2025-07-06 11:30:29,5.18,33.22,29.61
ST017,L0926,2025-07-03 16:09:31,5.19,90.31,25.99
ST022,L0781,2025-07-02 05:33:55,23.84,42.42,9.65
ST028,L0921,2025-07-09 04:30:26,30.38,25.39,31.33
ST044,L0580,2025-07-02 18:18:29,0.39,26.65,2.54
ST090,L0351,2025-07-02 20:19:23,11.65,51.33,42.22
ST042,L0592,2025-07-13 22:14:37,31.41,9.56,26.87
ST040,L0700,2025-07-18 06:39:39,6.87,17.31,46.82
ST098,L0991,2025-07-21 09:28:45,28.4,19.27,41.97
ST080,L0894,2025-07-24 15:07:44,22.71,40.72,45.17
ST011,L0265,2025-07-22 20:55:18,20.14,45.36,33.72
ST092,L0905,2025-07-13 03:27:03,7.75,19.46,33.48
ST027,L0601,2025-07-26 09:10:57,13.38,14.86,12.17
ST053,L0909,2025-07-01 21:13:22,29.08,66.98,17.37
ST003,L0989,2025-07-07 15:22:05,-6.18,6.86,5.41
ST059,L0585,2025-07-26 06:08:47,33.0,14.87,5.11
ST052,L0398,2025-07-13 23:31:40,27.94,5.02,25.32
ST083,L0502,2025-07-14 02:06:40,12.54,99.84,27.25
ST039,L0598,2025-07-07 09:25:42,30.3,59.63,31.08
ST019,L0477,2025-07-05 02:33:35,1.86,83.81,45.41
ST002,L0266,2025-07-06 09:02:04,-5.99,19.55,6.54
ST035,L0405,2025-07-11 15:51:51,34.3,24.41,23.34
ST078,L0209,2025-07-10 18:18:42,31.42,96.23,29.69
ST064,L0096,2025-07-16 12:49:54,-4.96,76.65,2.23
ST072,L0191,2025-07-17 14:47:56,-7.29,8.17,4.15
ST020,L0440,2025-07-23 15:07:49,31.95,31.49,5.25
ST019,L0221,2025-07-03 19:18:05,11.34,16.58,39.77
ST077,L0284,2025-07-18 07:30:02,33.69,99.77,19.68
ST046,L0584,2025-07-19 05:39:41,-6.12,64.26,44.59
ST039,L0805,2025-07-12 17:44:17,29.35,43.32,43.15
ST068,L0412,2025-07-09 08:09:26,15.17,9.54,46.38
ST091,L0364,2025-07-11 15:32:00,11.83,50.71,15.27
ST092,L0433,2025-07-13 07:50:34,36.17,41.04,32.54
ST016,L0095,2025-07-15 13:00:02,-4.86,69.65,17.51
ST044,L0050,2025-07-11 05:52:56,-4.98,53.04,3.87
ST033,L0883,2025-07-05 03:46:40,14.98,32.15,26.94
ST003,L0163,2025-07-23 09:59:35,11.6,61.17,49.94
ST050,L0407,2025-07-28 22:18:45,-2.46,42.73,25.64
ST046,L0697,2025-07-10 21:35:01,2.23,46.36,32.62
ST086,L0865,2025-07-17 20:42:39,26.18,53.12,48.44
ST011,L0587,2025-07-05 20:35:13,11.65,59.34,20.39
ST015,L1000,2025-07-26 05:41:17,-7.22,77.83,36.96
ST094,L0657,2025-07-15 00:16:26,26.05,42.01,48.07
ST069,L0866,2025-07-19 21:01:56,39.08,15.94,37.28
ST093,L0431,2025-07-19 23:35:08,38.52,28.13,27.56
ST064,L0507,2025-07-19 04:20:11,-8.81,55.0,16.9
ST006,L0545,2025-07-16 12:16:00,41.24,18.75,2.69
ST017,L0331,2025-07-13 03:02:55,-2.01,16.22,1.87
ST065,L0956,2025-07-02 08:27:53,44.29,21.41,27.43
ST014,L0259,2025-07-28 05:45:10,25.54,75.76,0.38
ST100,L0490,2025-07-10 02:26:28,22.73,94.38,3.34
ST095,L0371,2025-07-11 22:55:29,37.61,28.76,36.73
ST091,L0053,2025-07-22 15:53:12,0.39,99.65,16.39
ST025,L0689,2025-07-19 16:13:02,16.43,6.94,41.33
ST075,L0812,2025-07-30 00:21:54,16.61,37.44,40.32
ST064,L0436,2025-07-07 17:46:42,4.61,45.79,32.26
ST089,L0707,2025-07-13 19:35:32,28.66,39.63,35.58
ST066,L0998,2025-07-02 07:36:48,18.25,56.64,8.09
ST033,L0899,2025-07-22 12:07:31,15.41,37.33,24.64
ST022,L0916,2025-07-20 05:56:55,24.57,7.25,8.46
ST035,L0276,2025-07-06 12:13:46,24.64,74.93,46.92
ST088,L0196,2025-07-16 04:20:53,36.67,30.75,36.41
ST008,L0322,2025-07-19 14:15:55,9.33,87.58,7.4
ST092,L0160,2025-07-15 21:58:37,0.96,15.21,18.03
ST068,L0445,2025-07-05 10:31:18,42.98,32.02,5.43
ST052,L0116,2025-07-01 05:08:57,9.72,88.87,22.52
ST076,L0708,2025-07-11 01:06:56,12.56,10.84,26.58
ST072,L0055,2025-07-08 17:05:56,-8.04,34.95,43.05
ST059,L0183,2025-07-30 04:16:14,4.09,25.26,36.27
ST055,L0953,2025-07-21 14:39:42,38.65,52.22,33.96
ST010,L0147,2025-07-27 18:37:49,17.97,92.78,0.79
ST072,L0090,2025-07-24 21:16:13,39.32,34.08,33.76
ST086,L0640,2025-07-03 04:19:01,-6.43,68.22,49.19
ST004,L0308,2025-07-28 19:13:35,12.62,52.88,24.92
ST019,L0251,2025-07-28 13:26:33,12.02,72.63,38.59
ST091,L0113,2025-07-23 08:19:44,17.15,66.42,23.27
ST090,L0388,2025-07-06 22:44:07,3.82,67.45,31.28
ST020,L0089,2025-07-08 10:39:43,38.67,69.24,18.3
ST032,L0953,2025-07-01 05:40:45,1.31,71.68,29.96
ST015,L0745,2025-07-25 18:12:31,34.7,53.24,27.78
ST068,L0122,2025-07-07 10:41:31,37.75,93.78,43.74
ST069,L0068,2025-07-01 00:13:59,42.62,24.76,21.47
ST025,L0848,2025-07-13 05:53:46,37.15,98.58,24.59
ST012,L0642,2025-07-26 18:09:37,6.91,55.48,47.64
ST022,L0127,2025-07-24 17:19:33,6.43,33.05,29.31
ST019,L0258,2025-07-18 10:24:00,30.43,77.97,11.97
ST048,L0933,2025-07-16 14:04:27,32.82,31.96,47.62
